gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
KAZALD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR145,0.0,0,,0.0,BRCA(↓-3.7),0.0,0,0,,0.0,0.0
LINC02198,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PEG10,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
AC084824.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRXL2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC5A3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL122125.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DLD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NRF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TGFBI,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNA5SP282,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAP3K4-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MOB1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DCAF15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SIPA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RIMS3,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
ELAPOR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KIF5C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
S100A10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEMA6A-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPR15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SKP71,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDHB14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM185A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NBEAP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ESYT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTCSC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP1R42,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTMR6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TGS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FRG1CP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031666.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYPOP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AGPAT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CARMIL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC106820.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF134,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DNAH9,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
SLC39A9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSPE1P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
THAP9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRBV9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM183B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRIM54,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADAL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTATP8P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC100793.4,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
TBL1X,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KIF1C,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
MAGEC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC025062.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP2B4,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
ZNF213-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EML1,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
KCNK13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBMS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WDSUB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COPRS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GCNT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NUDT19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC38A9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GDF11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPP7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MMAB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ABHD11-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF576,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFAP70,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CXCR6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC125494.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARMC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SIGLEC11,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
DCLRE1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RERE,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANGEL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C14orf180,0.0,0,,0.0,BRCA(↓-2.4),0.0,0,0,,0.0,0.0
TBCCD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EML4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF150,0.0,0,,0.0,BRCA(↓-2.3),0.0,0,0,,0.0,0.0
AL157387.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090004.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF135,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBM34,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FXYD5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRDM4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL355075.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANKRD53,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
ITPK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NSUN5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAV8-4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1RL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NAP1L4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BICRA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARMC6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EPS8L2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRK2,0.0,0,,0.0,LUAD(↓-2.9),0.0,0,0,,0.0,0.0
BTN2A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IQCH-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STON2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BAG5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HAUS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC9B2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL355601.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02866,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
INF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
XPO6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SIPA1L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093809.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC122713.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF3C1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ITGB3BP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COMT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPTBN1,0.0,0,,0.0,"BRCA(↓-1.8), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
PWWP3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRIP6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KRBA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMOX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SRGAP2D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC068305.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIN7C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCT8P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POLD4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL928596.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL10P16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SOWAHB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC016596.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC005785.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPSAP58,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP3D1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
METTL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HTRA3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
URB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAPN6,0.0,0,,0.0,BRCA(↓-2.4),0.0,0,0,,0.0,0.0
AC109322.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZCCHC7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC018553.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BAHCC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC079148.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NREP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AKAP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR2116,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VEGFC,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RANBP6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WNT9A,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
AGBL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL109741.1,0.0,0,,0.0,"BRCA(↓-1.5), LUAD(↓-1.9)",0.0,0,0,,0.0,0.0
S1PR2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GMFB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPM1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF101,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCDC15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPCD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IBTK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR4256,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SYNCRIP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRNP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL121929.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MGLL,0.0,0,,0.0,BRCA(↓-2.0),0.0,0,0,,0.0,0.0
ZNF561-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCNT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDPK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02021,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM107A,0.0,0,,0.0,"BRCA(↓-3.1), LUAD(↓-4.4)",0.0,0,0,,0.0,0.0
MCUB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PARP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SORBS2,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
GRIK5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS10P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POLR3G,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP6V0E2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2F1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004863.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL32,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP000577.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAV17,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HLA-V,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
TAS2R20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IGHV3-79,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022733.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1orf159,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF385B,0.0,0,,0.0,LUAD(↓-2.6),0.0,0,0,,0.0,0.0
GTF2H3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPIG,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC12A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRIM2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PAPPA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-94P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SHPK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYOZ1,0.0,0,,0.0,LUAD(↓-2.0),0.0,0,0,,0.0,0.0
AC060766.6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CERKL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC9A7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR4429,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF586,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ETNPPL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACADM,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LHFPL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZCWPW1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STAMBPL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EDN1,0.0,0,,0.0,"BRCA(↓-1.8), LUAD(↓-2.0)",0.0,0,0,,0.0,0.0
ZNF274,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LGALS2,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
TRAM1L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TAP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATRIP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DENND2A,0.0,0,,0.0,"BRCA(↓-2.0), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
ARSJ,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL136320.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-5P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC016737.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINF1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
YIF1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011676.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF843,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNA5SP123,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP8B3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PADI2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC069224.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPS9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBFD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC25A25,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
ARL9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MGST2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLDN12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNRNPR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SMARCD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRCH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FTL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
INKA1,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
TRBJ2-2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP000240.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC099778.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAV36DV7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF711,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TATDN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAP3K4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZC3HC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINB6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIPE,0.0,0,,0.0,BRCA(↓-3.7),0.0,0,0,,0.0,0.0
IQCD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL157700.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STRN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FICD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AMOTL2,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
TFAP2A-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLIPR1L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDIK1L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
INKA2,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
FO393419.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRUB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MED18,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP1B2,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
GPNMB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SF3B2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPBAR1,0.0,0,,0.0,"BRCA(↓-1.5), LUAD(↓-1.3)",0.0,0,0,,0.0,0.0
AP3S1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-853P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBAP1L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSPA9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR3164,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTPMT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BBS9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC092171.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC005899.7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM243,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
AL161431.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC092287.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM174C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRABD2B,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
SSC5D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LARP4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL132780.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FLRT2,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
NUP58,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TBX5-AS1,0.0,0,,0.0,LUAD(↓-1.7),0.0,0,0,,0.0,0.0
AC090198.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORA38,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC39A10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WIPI1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCNY,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL136162.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNRNPM,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2E2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
S100A9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC26A3,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
SNORA80A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BRD3OS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAPPC4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL441992.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01513,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
HNRNPA3P6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ITGB7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FCN2,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
PTPN9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TOMM20P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KRTAP5-1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAB4A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADHFE1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
PPP1R8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC091182.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DNAL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYMX,0.0,0,,0.0,BRCA(↓-2.0),0.0,0,0,,0.0,0.0
ZFX,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CIAO3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTRF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
H3-3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC024075.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EFNB2,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
FGD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
N4BP2L1,0.0,0,,0.0,"BRCA(↓-1.3), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
TMEM53,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EIF4BP7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEP250,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADAMTS8,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-3.5)",0.0,0,0,,0.0,0.0
AP000255.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDC42EP4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADCK2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GRPEL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TELO2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL10P13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUPV3L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01108,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CRADD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC114495.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MMS19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARL4D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RWDD4P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AFMID,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAB5C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
JCAD,0.0,0,,0.0,LUAD(↓-2.2),0.0,0,0,,0.0,0.0
AP000254.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KCNN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ST3GAL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF100,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MME,0.0,0,,0.0,"BRCA(↓-3.4), LUAD(↓-2.8)",0.0,0,0,,0.0,0.0
MRPL45,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PAH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPBP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAP2B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PGAP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PEX19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS6KA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRC28,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR4701,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDE3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FSCN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KIF16B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTGDS,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
ATP6V0E2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RASEF,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL592295.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SGIP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC078899.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AIDA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GUSBP13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DECR2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINA6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CBLN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MARCHF5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KMT2C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MZF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TCF7L1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
NOC2L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031432.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01144,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BOC,0.0,0,,0.0,BRCA(↓-1.9),0.0,0,0,,0.0,0.0
